공정,설비타입,설비코드,설비명,ERP I/F 여부,Work Center,가동현황,순간정지 발생,설비고장,Total,기종교체,기종교체(자동)(Count-가동),자재문제,작업준비,작업준비(자동)(Count-가동),품질문제,공정별특성유실,IDLE,Total,MTBI(분),순간정지시간(분),설비고장시간(분),Total(분),기종교체시간(분),기종교체(자동)시간(분),자재문제시간(분),작업준비시간(분),작업준비(자동)시간(분),품질문제시간(분),공정별특성유실시간(분),IDLETime(분),Total(분),MTBI2(분),CutoffDay
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1079.4,163,0,163,0,0,0,5,0,0,0,0,5,6.62,195.67,0,195.67,0,0,0,42,0,0,0,0,42,6.42,2022-01-07
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1076.63,150,0,150,0,0,0,11,0,0,0,0,11,7.18,141.93,0,141.93,0,0,0,61.3,0,0,0,0,61.3,6.69,2022-01-08
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1081.02,154,0,154,0,0,0,13,0,0,0,0,13,7.02,160.82,0,160.82,0,0,0,76.2,0,0,0,0,76.2,6.47,2022-01-09
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1101.32,161,0,161,0,0,0,9,0,0,0,0,9,6.84,249.88,0,249.88,0,0,0,52.75,0,0,0,0,52.75,6.48,2022-01-10
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1123.62,113,0,113,0,0,0,8,0,0,0,0,8,9.94,173.18,0,173.18,0,0,0,68.57,0,0,0,0,68.57,9.29,2022-01-11
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1133.32,143,0,143,0,0,0,7,0,0,0,0,7,7.93,201.72,0,201.72,0,0,0,34,0,0,0,0,34,7.56,2022-01-12
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1230.13,80,0,80,0,0,0,6,0,0,0,0,6,15.38,128.35,0,128.35,0,0,0,40.75,0,0,0,0,40.75,14.3,2022-01-13
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,777.55,76,0,76,0,0,0,8,0,0,0,0,8,10.23,191.32,0,191.32,0,0,0,169.42,0,0,0,0,169.42,9.26,2022-01-14
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1086.65,126,0,126,0,0,0,9,0,0,0,0,9,8.62,237.53,0,237.53,0,0,0,69.15,0,0,0,0,69.15,8.05,2022-01-15
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,998.9,235,0,235,0,0,0,8,0,0,0,0,8,4.25,340.75,0,340.75,0,0,0,31.12,0,0,0,0,31.12,4.11,2022-01-16
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,942.27,175,0,175,0,0,0,7,0,0,0,0,7,5.38,361.2,0,361.2,0,0,0,78.57,0,0,0,0,78.57,5.18,2022-01-17
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1181.4,95,0,95,0,0,0,8,0,0,0,0,8,12.44,120.77,0,120.77,0,0,0,54.83,0,0,0,0,54.83,11.47,2022-01-18
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1044.52,123,0,123,0,0,0,10,0,0,0,0,10,8.49,215.1,0,215.1,0,0,0,86.5,0,0,0,0,86.5,7.85,2022-01-19
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,801.68,221,0,221,0,0,0,6,0,0,0,0,6,3.63,357.18,0,357.18,0,0,0,48.08,0,0,0,0,48.08,3.53,2022-01-20
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1160.25,124,0,124,0,0,0,9,0,0,0,0,9,9.36,147.72,0,147.72,0,0,0,45.33,0,0,0,0,45.33,8.72,2022-01-21
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,779.72,26,0,26,0,0,0,5,0,0,0,0,5,29.99,62.8,0,62.8,0,0,0,104,0,0,0,0,104,25.15,2022-01-22
절단 대공정(MF),MF 확장 마운터기,E2100756,MFS06 - MF 확장 마운터기,POSSIBLE,MLCC020,1078.12,91,0,91,0,0,0,9,0,0,0,0,9,11.85,220.92,0,220.92,0,0,0,111.05,0,0,0,0,111.05,10.78,2022-01-23
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1102.97,189,0,189,0,0,0,6,0,0,0,0,6,5.84,256.03,0,256.03,0,0,0,29.83,0,0,0,0,29.83,5.66,2022-01-01
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1166.38,184,0,184,0,0,0,5,0,0,0,0,5,6.34,204.28,0,204.28,0,0,0,19.42,0,0,0,0,19.42,6.17,2022-01-02
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1139.13,126,0,126,0,0,0,7,0,0,0,0,7,9.04,196.13,0,196.13,0,0,0,43.45,0,0,0,0,43.45,8.56,2022-01-03
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1091.45,102,0,102,0,0,0,5,0,0,0,0,5,10.7,240,0,240,0,0,0,35.28,0,0,0,0,35.28,10.2,2022-01-04
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1019.75,139,0,139,0,0,0,8,0,0,0,0,8,7.34,311.03,0,311.03,0,0,0,59.52,0,0,0,0,59.52,6.94,2022-01-05
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1076.37,172,0,172,0,0,0,11,0,0,0,0,11,6.26,226.8,0,226.8,0,0,0,59.57,0,0,0,0,59.57,5.88,2022-01-06
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1124.8,135,0,135,0,0,0,6,0,0,0,0,6,8.33,185.67,0,185.67,0,0,0,36,0,0,0,0,36,7.98,2022-01-07
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1066.85,185,0,185,0,0,0,7,0,0,0,0,7,5.77,260.77,0,260.77,0,0,0,36.52,0,0,0,0,36.52,5.56,2022-01-08
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1040.9,193,0,193,0,0,0,6,0,0,0,0,6,5.39,236.83,0,236.83,0,0,0,88.83,0,0,0,0,88.83,5.23,2022-01-09
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1097.92,161,0,161,0,0,1,7,0,0,0,0,8,6.82,254.3,0,254.3,0,0,3.2,39.33,0,0,0,0,42.53,6.5,2022-01-10
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1002.45,227,0,227,0,0,0,6,0,0,0,0,6,4.42,260.2,0,260.2,0,0,0,25.53,0,0,0,0,25.53,4.3,2022-01-11
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1044.02,216,0,216,0,0,0,7,0,0,0,0,7,4.83,274.57,0,274.57,0,0,0,37.45,0,0,0,0,37.45,4.68,2022-01-12
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1026.65,174,0,174,0,0,0,9,0,0,0,0,9,5.9,250.5,0,250.5,0,0,0,82.17,0,0,0,0,82.17,5.61,2022-01-13
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,750.12,261,0,261,0,0,0,7,0,0,0,0,7,2.87,399.38,0,399.38,0,0,0,210.6,0,0,0,0,210.6,2.8,2022-01-14
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,796.17,289,0,289,0,0,0,14,0,0,0,0,14,2.75,478.47,0,478.47,0,0,0,77.83,0,0,0,0,77.83,2.63,2022-01-15
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,919.2,262,0,262,0,0,0,6,0,0,0,0,6,3.51,430.77,0,430.77,0,0,0,44.57,0,0,0,0,44.57,3.43,2022-01-16
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,805.93,279,0,279,0,0,0,10,0,0,0,0,10,2.89,453.85,0,453.85,0,0,0,113.38,0,0,0,0,113.38,2.79,2022-01-17
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,890.3,285,0,285,0,0,0,6,0,0,0,0,6,3.12,376.87,0,376.87,0,0,0,31.32,0,0,0,0,31.32,3.06,2022-01-18
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1144,78,0,78,0,0,0,7,0,0,0,0,7,14.67,149.88,0,149.88,0,0,0,69.32,0,0,0,0,69.32,13.46,2022-01-19
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,881.98,164,0,164,0,0,0,5,0,0,0,0,5,5.38,219.58,0,219.58,0,0,0,80.75,0,0,0,0,80.75,5.22,2022-01-20
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,1152.57,152,0,152,0,0,0,6,0,0,0,1,7,7.58,163.18,0,163.18,0,0,0,55.27,0,0,0,3,58.27,7.25,2022-01-21
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,855.87,73,0,73,0,0,0,3,0,0,0,0,3,11.72,122.58,0,122.58,0,0,0,29.8,0,0,0,0,29.8,11.26,2022-01-22
절단 대공정(MF),MF 확장 마운터기,E2100757,MFS07 - MF 확장 마운터기,POSSIBLE,MLCC020,973.73,197,0,197,0,0,0,12,0,0,0,0,12,4.94,326.87,0,326.87,0,0,0,93.13,0,0,0,0,93.13,4.66,2022-01-23
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1139.27,59,0,59,0,0,0,8,0,0,0,0,8,19.31,139.12,0,139.12,0,0,0,83.03,0,0,0,0,83.03,17,2022-01-01
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1087.18,144,0,144,0,0,0,7,0,0,0,0,7,7.55,233.77,0,233.77,0,0,0,60.33,0,0,0,0,60.33,7.2,2022-01-02
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1157.45,80,0,80,0,0,0,8,0,0,0,0,8,14.47,169.45,0,169.45,0,0,0,54.9,0,0,0,0,54.9,13.15,2022-01-03
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1127.12,86,0,86,0,0,0,11,0,0,0,0,11,13.11,164.93,0,164.93,0,0,0,77.72,0,0,0,0,77.72,11.62,2022-01-04
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,989.08,130,0,130,0,0,0,11,0,0,0,0,11,7.61,316.07,0,316.07,0,0,0,81.6,0,0,0,0,81.6,7.01,2022-01-05
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1207.4,69,0,69,0,0,0,11,0,0,0,0,11,17.5,95.83,0,95.83,0,0,0,74.92,0,0,0,0,74.92,15.09,2022-01-06
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1100.85,140,0,140,0,0,0,9,0,0,0,0,9,7.86,181.97,0,181.97,0,0,0,70.5,0,0,0,0,70.5,7.39,2022-01-07
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1110.52,101,0,101,0,0,0,7,0,0,0,0,7,11,186.3,0,186.3,0,0,0,72,0,0,0,0,72,10.28,2022-01-08
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1211.97,61,0,61,0,0,0,7,0,0,0,0,7,19.87,83.43,0,83.43,0,0,0,81.33,0,0,0,0,81.33,17.82,2022-01-09
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1214.05,95,0,95,0,0,0,8,0,0,0,0,8,12.78,146.22,0,146.22,0,0,0,39.98,0,0,0,0,39.98,11.79,2022-01-10
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1176.2,70,0,70,0,0,0,7,0,0,0,0,7,16.8,161.4,0,161.4,0,0,0,39.38,0,0,0,0,39.38,15.28,2022-01-11
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1124.27,97,0,97,0,0,0,9,0,0,0,0,9,11.59,195.85,0,195.85,0,0,0,66.02,0,0,0,0,66.02,10.61,2022-01-12
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1145.45,114,0,114,0,0,0,9,0,0,0,0,9,10.05,175.57,0,175.57,0,0,0,71.33,0,0,0,0,71.33,9.31,2022-01-13
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,842.52,89,0,89,0,0,0,11,0,0,0,0,11,9.47,215.4,0,215.4,0,0,0,76.22,0,0,0,0,76.22,8.43,2022-01-14
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,860.77,197,0,197,0,0,0,15,0,0,0,0,15,4.37,402.15,0,402.15,0,0,0,98.58,0,0,0,0,98.58,4.06,2022-01-15
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,849.12,199,0,199,0,0,0,8,0,0,0,0,8,4.27,455.02,0,455.02,0,0,0,66.57,0,0,0,0,66.57,4.1,2022-01-16
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1000.12,107,0,107,0,0,0,15,0,0,0,1,16,9.35,242.07,0,242.07,0,0,0,158.42,0,0,0,3,161.42,8.13,2022-01-17
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1149.53,85,0,85,0,0,0,9,0,0,0,0,9,13.52,161.35,0,161.35,0,0,0,66.87,0,0,0,0,66.87,12.23,2022-01-18
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,927.52,149,0,149,0,0,0,12,0,0,0,0,12,6.22,335.93,0,335.93,0,0,0,56.72,0,0,0,0,56.72,5.76,2022-01-19
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,865.57,142,0,142,0,0,0,11,0,0,0,1,12,6.1,234.95,0,234.95,0,0,0,279.37,0,0,0,3,282.37,5.62,2022-01-20
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1232.43,81,0,81,0,0,0,8,0,0,0,0,8,15.22,101.13,0,101.13,0,0,0,44.45,0,0,0,0,44.45,13.85,2022-01-21
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,572.77,19,0,19,0,0,0,6,0,0,0,0,6,30.15,69.02,0,69.02,0,0,0,389.67,0,0,0,0,389.67,22.91,2022-01-22
절단 대공정(MF),MF 확장 마운터기,E2100758,MFS08 - MF 확장 마운터기,POSSIBLE,MLCC020,1049.05,172,0,172,0,0,0,18,0,0,0,0,18,6.1,165.48,0,165.48,0,0,0,151.6,0,0,0,0,151.6,5.52,2022-01-23
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1227.17,109,0,109,0,0,0,9,0,0,0,0,9,11.26,116.88,0,116.88,0,0,0,52.6,0,0,0,0,52.6,10.4,2022-01-01
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1235.07,125,0,125,0,0,0,8,0,0,0,0,8,9.88,130.9,0,130.9,0,0,0,30.98,0,0,0,0,30.98,9.29,2022-01-02
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1181.68,72,0,72,0,0,0,8,0,0,0,0,8,16.41,116.08,0,116.08,0,0,0,94.83,0,0,0,0,94.83,14.77,2022-01-03
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,952.73,132,0,132,0,0,0,14,0,0,0,0,14,7.22,229.32,0,229.32,0,0,0,85.5,0,0,0,0,85.5,6.53,2022-01-04
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,936.08,190,0,190,0,0,0,8,0,0,0,0,8,4.93,375.55,0,375.55,0,0,0,80.67,0,0,0,0,80.67,4.73,2022-01-05
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1036.77,151,0,151,0,0,0,10,0,0,0,1,11,6.87,177.93,0,177.93,0,0,0,74.15,0,0,0,3.02,77.17,6.4,2022-01-06
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1103.62,151,0,151,0,0,0,4,0,0,0,0,4,7.31,188.85,0,188.85,0,0,0,35.78,0,0,0,0,35.78,7.12,2022-01-07
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1294.35,53,0,53,0,0,0,6,0,0,0,0,6,24.42,49,0,49,0,0,0,37.87,0,0,0,0,37.87,21.94,2022-01-08
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1239.7,68,0,68,0,0,0,9,0,0,0,0,9,18.23,76.22,0,76.22,0,0,0,82.43,0,0,0,0,82.43,16.1,2022-01-09
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,187.87,3,0,3,0,0,0,0,0,0,0,0,0,62.62,1.4,0,1.4,0,0,0,0.38,0,0,0,0,0.38,62.62,2022-01-10
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,104.52,0,0,0,0,104.52,0.03,2022-01-11
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,496.37,82,0,82,0,0,0,4,0,0,0,0,4,6.05,94.22,0,94.22,0,0,0,29.28,0,0,0,0,29.28,5.77,2022-01-12
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,221.1,35,0,35,0,0,0,1,0,0,0,0,1,6.32,120.5,0,120.5,0,0,0,933.13,0,0,0,0,933.13,6.14,2022-01-13
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,943.92,141,0,141,0,0,0,7,0,0,0,0,7,6.69,362.77,0,362.77,0,0,0,78.77,0,0,0,0,78.77,6.38,2022-01-14
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1238.73,120,0,120,0,0,0,9,0,0,0,0,9,10.32,137.65,0,137.65,0,0,0,45.57,0,0,0,0,45.57,9.6,2022-01-15
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1185.87,135,0,135,0,0,0,8,0,0,0,0,8,8.78,200.87,0,200.87,0,0,0,42.43,0,0,0,0,42.43,8.29,2022-01-16
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1045.97,142,0,142,0,0,0,10,0,0,0,0,10,7.37,258.12,0,258.12,0,0,0,86.23,0,0,0,0,86.23,6.88,2022-01-17
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1087.9,168,0,168,0,0,0,6,0,0,0,0,6,6.48,234.47,0,234.47,0,0,0,44.1,0,0,0,0,44.1,6.25,2022-01-18
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1022.63,195,0,195,0,0,0,7,0,0,0,0,7,5.24,267.25,0,267.25,0,0,0,56.22,0,0,0,0,56.22,5.06,2022-01-19
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1079.82,214,0,214,0,0,0,7,0,0,0,1,8,5.05,247.07,0,247.07,0,0,0,26.87,0,0,0,3,29.87,4.86,2022-01-20
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1184.35,176,0,176,0,0,0,8,0,0,0,0,8,6.73,145.57,0,145.57,0,0,0,55.83,0,0,0,0,55.83,6.44,2022-01-21
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,979.08,309,0,309,0,0,0,12,0,0,0,0,12,3.17,267.07,0,267.07,0,0,0,103.2,0,0,0,0,103.2,3.05,2022-01-22
절단 대공정(MF),MF 확장 마운터기,E2101493,MFS09 - MF 확장 마운터기,POSSIBLE,MLCC020,1137.18,216,0,216,0,0,0,7,0,0,0,0,7,5.26,259.78,0,259.78,0,0,0,24.6,0,0,0,0,24.6,5.1,2022-01-23
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,1149.25,130,1,131,0,0,0,10,0,0,0,1,11,8.77,159.98,4.92,164.9,0,0,0,55.83,0,0,0,3.02,58.85,8.09,2022-01-01
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,1186.27,76,0,76,0,0,0,13,0,0,0,0,13,15.61,75.8,0,75.8,0,0,0,69.78,0,0,0,0,69.78,13.33,2022-01-02
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,1114.77,108,0,108,0,0,0,12,0,0,0,0,12,10.32,160.78,0,160.78,0,0,0,121.27,0,0,0,0,121.27,9.29,2022-01-03
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,1092.78,120,0,120,0,0,0,7,0,0,0,0,7,9.11,202.55,0,202.55,0,0,0,70.75,0,0,0,0,70.75,8.6,2022-01-04
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,642.63,334,2,336,0,0,0,8,0,0,0,0,8,1.91,642.4,52.47,694.87,0,0,0,41.25,0,0,0,0,41.25,1.87,2022-01-05
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,885.2,226,0,226,0,0,0,9,0,0,0,0,9,3.92,362.02,0,362.02,0,0,0,51.48,0,0,0,0,51.48,3.77,2022-01-06
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,1016.48,159,0,159,0,0,0,8,0,0,0,0,8,6.39,244.77,0,244.77,0,0,0,61.5,0,0,0,0,61.5,6.09,2022-01-07
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,453.02,57,0,57,0,0,0,3,0,0,0,0,3,7.95,47.58,0,47.58,0,0,0,30.83,0,0,0,0,30.83,7.55,2022-01-08
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,55.82,79,0,79,0,0,0,13,0,0,0,0,13,0.71,47,0,47,0,0,0,174.78,0,0,0,0,174.78,0.61,2022-01-09
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,464.13,303,0,303,0,0,0,21,0,0,0,0,21,1.53,365.5,0,365.5,0,0,0,215.08,0,0,0,0,215.08,1.43,2022-01-10
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,403.05,313,0,313,0,0,1,11,0,0,0,0,12,1.29,518.15,0,518.15,0,0,9.35,106.15,0,0,0,0,115.5,1.24,2022-01-11
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,636.6,108,0,108,0,0,0,6,0,0,0,0,6,5.89,113.98,0,113.98,0,0,0,53.12,0,0,0,0,53.12,5.58,2022-01-12
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,834.67,238,0,238,0,0,0,16,0,0,0,1,17,3.51,317.08,0,317.08,0,0,0,100.65,0,0,0,3.03,103.68,3.27,2022-01-13
절단 대공정(MF),MF 확장 마운터기,E2101494,MFS10 - MF 확장 마운터기,POSSIBLE,MLCC020,976.67,144,0,144,0,0,0,10,0,0,0,0,10,6.78,279.08,0,279.08,0,0,0,85.37,0,0,0,0,85.37,6.34,2022-01-14
